MessageID,Province,City,Gender,Message,Sentiment
3400270378389803,Běijīng 北京,2,0,一早就看到新闻说梅西拿下了金球奖。作为阿根廷铁粉，却表达不出什么感想来[哼]梅西称霸江湖的这些年，巴萨拿了多少个冠军，阿根廷却只有两块奥运会金牌。难道真得只是一个哈维的差距？[思考],0.7887337089987188
3400273315790561,Xīnjiāng 新疆,1,0,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了......,0.9892814742282725
3400297021930631,Běijīng 北京,3,1,美国排名第一的男子800米选手Nick Symmonds 创造性运用社交媒体筹资备战伦敦奥运会。这位极具社交媒体悟性的运动员化身商人出售包装独特的产品——把赞助者的推特账户在胳膊上纹身并予以权益：比赛时展示；采访时提及账户名称；2012年每月推特账户名字。目前，eBay上最高拍卖价超1800美元,0.9999986867599073
3400298430949366,Fújiàn 福建,1,0,当伦敦奥运会标加上一个笑脸之后～伦敦杯具了。。。,0.9620420330960655
3400336746333858,Hǎiwài 海外,23,0,话说。。。。那个什么伦敦奥运会舞台的投票，根本就不是官方的好么。。。。就算真的投了第一，也不知道能否被奥组委的看到呢。就是一个商业性的排名网站。。。我也可以上去创造一个投票list，投票谁是全世界最佳情侣，你猜选项都有谁[挖鼻屎],0.10433924953303986
3400386422173799,Guǎngdōng 广东,51,0,冲啊，投票——//@Cate55: 轉發微博： - //@Runt:[路过][路过]【投票啦】【【伦敦奥运会演唱会歌手投票】】 地址：http://t.cn/SaAIUJ 金贤重现在排名第60。让哥站上世界的舞台！！！ - 原文地址：http://weibo.com/1629136984/y07pQ6uYu - 原文地址：http://t.cn/SaVnNX,0.63496474153374
3400423853604746,Zhèjiāng 浙江,1,1,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了。。。.,0.988805135651657
3400569331130954,Qítā 其他,1000,1,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了。。。 我hold不住了 投稿 http://t.cn/SqZabi,0.9496325317324619
3400588660427223,Guǎngdōng 广东,3,1,#龙岗香蜜湖#在产品品质上，紫麟山采用世界顶级品牌建材，屋顶为2008奥运会场馆屋面瓦指定的屋顶材料组成；紫麟山还是目前在深圳除香密湖一号外，第一个采用干挂花岗岩建筑工艺的项目！,0.8856590411877319
3400592875206689,Shànghǎi 上海,1000,0,史上最伟大扣篮，被誉为死亡之扣的半神VC在2000年悉尼奥运会的世纪之扣！卡特，碉堡了。。 ,0.9640321856884994
3400599943357307,Guǎngdōng 广东,3,1,世界各国为北京奥运会发行的邮票13：中国,0.9593938017662863
3400603478892236,Shànghǎi 上海,13,0,时间过得好快，08年的点点滴滴似乎还在眼前，却已经到了12年，曾经说过去伦敦看奥运会，哈哈，那个时候多么的幼稚啊~~~！！！！,0.999523850795038
3400648659525518,Běijīng 北京,2,1,想参与下春运、想感受一下。就跟五十年大庆、奥运会一样，即使训练的很苦、很累，但还是想参与下。,0.9875342377674352
3400659221562531,Chóngqìng 重庆,1000,1,英国垃圾克拉克森 对伦敦奥运会花样游泳进行评论[囧]“这个项目只是一些在水中头朝下戴着帽子的中国女人，你可以在莫克姆海滩免费看到。”中国使馆发言人指出，要求《太阳报》纠正上述错误言论，以正视听。对于一个没落名族的猪人，实在是找不出秀自己的方式，纯属于无聊的苍蝇，拍不死，喜欢嗡嗡扰人,0.9842930100844448
3400670829100784,Zhèjiāng 浙江,1,1,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了。。。,0.9880903901270145
3400673993553848,Zhèjiāng 浙江,2,0,2012年，又一年的奥运年，距离北京奥运会已经过去4年了。4年前的我是怎样的，我已经记不起来了。4年，一个说长不长，说短不短的时间，可以让你忘掉很多东西，也会让你记住一些事情！！,0.0020762441744061055
3400675415370099,Húnán 湖南,1,0,今年伦敦奥运会KB又要披挂上阵了！离上一次北京奥运会时又差不多四年！还记得那时美国男队拿到冠军，那天刚好是KB3岁生日。我还记得当时超级激动。。。无疑奥运金牌是生日最好的礼物，期望今年也是！,0.9999699404084371
3400677986200204,Shāndōng 山东,1,0,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了......,0.9892814742282725
3400680327215406,Jiāngxī 江西,1,0,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了......,0.9892814742282725
3400702737477514,Zhèjiāng 浙江,1,1,希腊代表团。希腊是奥林匹克运动发源地，每届奥运会开幕式上希腊代表团领头进入场地内，青奥会开幕式上也是如此。希腊代表团本次将派出由3人组成的代表团参加高山滑雪和越野滑雪的比赛。,0.999996830049021
3400734008393694,Guǎngxī 广西,3,0,向@逆战 提问：亲爱的！！我绝对不刷屏！我就说一句！什么时候来北京开一个ktv！以你所有拍过的电影为主题！！还有！切记拍电影不是奥运会！太危险的动作就不需要啦！！好好唱歌跳舞就好！！！,0.5374263809905305
3400793219640407,Ānhuī 安徽,1,1,今年，伦敦奥运会开始了，才知道四年过去了。今年，奥巴马又参加竞选了，才知道四年过去了。今年，涛哥真的要退休了，才知道四年过去了。今年，云哥不要再上学了，才知道四年真的过去了。,0.992920990332731
3400823594092941,Guǎngdōng 广东,3,1,阿尔德里奇、卡梅隆-安东尼、比卢普斯、波什、科比、泰森-钱德勒，、杜兰特，埃里克-戈登、格里芬、德怀特-霍华德、伊戈达拉，勒布朗-詹姆斯，凯文-乐福、奥多姆、克里斯-保罗、罗斯、韦德、威斯布鲁克、德隆-威廉姆斯.听说这是伦敦奥运会美国队首发...tmd...其他国家打毛啊..回家带孩子去吧..[挖鼻屎],0.9999969454680565
3400823973318055,Shǎnxī 陕西,1000,0,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了......,0.9892814742282725
3400834977650499,Fújiàn 福建,1000,1,看了张艺谋的奥运会记录片，更是让我死心塌地的崇拜这位导演。好学，孜孜不倦，宽容。同时他又是孤独的，对于艺术，他永远寂寞。,0.9999987360609622
3400857909259146,Běijīng 北京,9,0,【[北京]&nbsp;旅游总收入将首破3000亿元&nbsp;旅游消费成新亮点】 第三届鸟巢欢乐冰雪季日前开门迎客，国家体育场宛如晶莹的冰雪世界，迷你奥运会、冰上碰碰车、沙包打雪人等精彩纷呈的冰雪游戏活动让游客流连忘返。图为孩子们...  http://t.cn/SV5uJn ,0.9998735588747184
3400859568950334,Liáoníng 辽宁,10,0,忽然想起今年有奥运会，还记得08年么，那一年也是奥运会，那一年我们读高二。原来，已经四年了。转眼间，都过去四年了。,0.9956598574222458
3400914339919671,Běijīng 北京,1000,1,体操奥运落选赛名额尘埃落定 香港两人入围创历史         　　北京时间周四凌晨，在英国伦敦举行的2012年奥运会体操测试赛资格赛全部结束。中国队本次比赛可以派出男女各两人参加，但不计成绩，不过男队放弃了这个机会，女队则是派出姚金男(微... http://t.cn/SaDqZt,0.9999999627847929
3400922615187302,Jiāngsū 江苏,1,0, 突然想起今年有奥运会了，日子过的好快啊，还想起  08年奥运会开幕式的那个晚上，一个踩着三轮车的女生自己搬宿舍，那个是我，现在想想觉得有意思,0.8523806243523848
3400923439540463,Sìchuān 四川,5,1,忽然发现今年有奥运会…光阴似箭啊~……,0.88459648547736
3400940097024276,Zhèjiāng 浙江,1,0,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。,0.7695858760556751
3400953758044432,Nèi Ménggǔ 内蒙古,1000,0,我参与了@微软MSN 发起的投票【谋女郎的气质-您最欣赏哪位？】，我投给了\林妙可-奥运会开幕式\这2个选项。你也快来表态吧：http://t.cn/Sa06rF ,0.99896588423798
3400978821748374,Guǎngdōng 广东,53,0,台湾申办2024年奥运会意味着什么？,0.8879959871612636
3400991932191340,Guǎngdōng 广东,1000,1,干脆以后奥运会来几场F1比赛！！ 《FIA宣布加入奥林匹克大家庭》 (来自 @新浪体育) http://t.cn/SSPgyh,0.9877567720876643
3400992173389354,Běijīng 北京,1000,1,<>:《卫报》24小时图片新闻精选（2012年1月11日）——以色列移民反对种族歧视，伦敦奥运会体操测试赛，巴西里约2012冬季时装周，印度将大象雕像裹起迎接选举，菲律宾服装仓库... http://t.cn/SSPrAF,0.9994930766880965
3401000063083394,Guǎngxī 广西,1,0,我参与了@新浪F1赛车频道 发起的投票【F1等赛车项目是否应该进入奥运会？】，我投给了\应该\这1个选项。你也快来表态吧：http://t.cn/SS769V ,0.9615000585149766
3401002076182805,Shànghǎi 上海,4,1,我参与了@新浪F1赛车频道 发起的投票【F1等赛车项目是否应该进入奥运会？】，我投给了\不应该\这1个选项。你也快来表态吧：http://t.cn/SS769V ,0.9294309211768934
3401004337016608,Shànghǎi 上海,1000,1,我参与了@新浪F1赛车频道 发起的投票【F1等赛车项目是否应该进入奥运会？】，我投给了\应该\这1个选项。你也快来表态吧：http://t.cn/SS769V ,0.9615000585149766
3401017465342189,Liáoníng 辽宁,9,0,:忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了......,0.9892814742282725
3401032535339210,Shànghǎi 上海,6,0,我参与了@新浪F1赛车频道 发起的投票【F1等赛车项目是否应该进入奥运会？】，我投给了\不应该\这1个选项。你也快来表态吧：http://t.cn/SS769V ,0.9294309211768934
3401039077809045,Běijīng 北京,8,0,#异国风光#伦敦奥运会倒计时在即,0.8966711411201381
3401043264384829,Shànghǎi 上海,1000,1,台湾版的 2008北京奥运会开幕式 http://t.cn/h4QFDb  （分享自 @优酷网）主持人说话好酸啊= =台湾人就这样没办法,0.9990695935178756
3401049883158422,Guǎngdōng 广东,3,0,有木有人证实下，刚才收到奥运会组委会给我发来的邮件说是确定艺术形象大使，在中国区选十名，代表中国赴英国参加奥运会，好悬乎呀，这么多淘女郎怎么偏偏给我发邮件，更可疑的是说选艺术大使没有身高要求，哪有这好事呀？？[疑问],0.9694066631065411
3401055935233025,Guǎngdōng 广东,3,0,对@马玶伟 说：2008年，作为新生代钢琴家，谭小棠荣幸地为北京奥运会录制了主题曲《我和你》和《五环旗》插曲中的钢琴部分。并作为开幕式上钢琴演奏B角（郎朗为A角），为奥运北京奉献音乐和热情。,0.9999425677602773
3401071823301274,Hénán 河南,1,1,谷歌通过2012奥运会门票非法广告营利  http://t.cn/SS432Z,0.13353826363796817
3401150445796495,Shànghǎi 上海,1000,0,张艺谋虽然是搞艺术的，却有着极其敏锐的政治头脑。比如奥运会开幕式，他的选题做得近乎完美，整个开幕式的大部分内容都是莱妮·雷芬斯塔尔《意志的胜利》（为纳粹拍的纪录片）中宏大场面的一个翻版：用机械化的、丧失独立存在意义的个体，做出整齐划一的集体动作，来展现对于外在意志的绝对服从。,0.9999999999911224
3401160720097798,Shǎnxī 陕西,1,0,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。,0.7695858760556751
3401212797978984,Chóngqìng 重庆,1000,1,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了...... (通过 @微发现iPhone客户端 发现),0.9801117600911416
3401238490142869,Běijīng 北京,8,1,刚刚看到一条感触颇深的微博：伦敦奥运会马上就要开幕了，但08年奥运好像还在眼前，2002年第一场雪，转眼就变成了十年前。,0.9999839586061846
3401244687151583,Hǎiwài 海外,2,1, #普罗派乐卫视直击奥运测试赛#刚刚获得奥运体操测试赛鞍马项目金牌的路易斯 史密斯(Louis Smith)接受了本台记者思明的访问，路易斯曾在北京奥运会获得该项目的铜牌，四年后的他想起当时的盛况还记忆犹新，对于今年能参加在自己的国家举办的奥运会，路易斯表示十分期待。,0.9999999743427632
3401244393962162,Fújiàn 福建,2,1,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。偶然又听到《2002年的第一场雪》，才感觉十年时间，一眨眼又过去了.....,0.9803628059403771
3401267595042933,Húběi 湖北,28,1,好久没有起来这么早了，听着起床号的声音，原来今年有奥运会。。。。。。,0.03942322751798488
3401268280143358,Qítā 其他,1000,1,#摩天轮求助#大家快来帮我答道题，我着急拿图纸扩建房子啦:参加第一届古代奥运会的国家有： 1. 三个 2. 四个 3. 五个 @摩天轮手机游戏交友 http://t.cn/h4b8MW,0.999976431313605
3401269434003318,Běijīng 北京,1000,1,体操奥运测试赛姚金男夺铜 东道主日进四块奖牌         　　伦敦奥运会体操测试赛第一天的单项决赛共进行了男子自由操、鞍马、吊环和女子跳马、高低杠的比赛。其中中国队的姚金男(微博)在高低杠比赛中虽然出现了一个失去节奏的失误，还是以14.... http://t.cn/z0dpJTe,0.9999986768813727
3401280729287444,Shāndōng 山东,10,1,早晨起来看体育晨报，当想起伦敦奥运会时我有了一个发现：London,0.8985092944558318
3401314988077784,Liáoníng 辽宁,2,1,以后就能在奥运会里有F1看了！！//国际汽联宣布加入奥林匹克大家庭 共享奥运精神 http://t.cn/SSPgyh  （分享自 @新浪体育）,0.9973790311576918
3401315571423106,Zhèjiāng 浙江,3,1,【匈牙利总统被指论文抄袭】匈牙利一家杂志最近报道，匈牙利总统施米特1992年关于现代奥运会的博士论文涉嫌抄袭保加利亚一名体育官员1987年发表的一篇论文。“施米特先生的论文是个补充意义的著作，它所获得的至高评论使其价值不言自明”，施米特办公室发给国家媒体的一份声明这样表示。[围观],0.7184318302039341
3401338690281254,Zhèjiāng 浙江,1,1,堂会铁律：中国所有的堂会，不管是多大的红白喜事，落实到股市上，一律都是丧事，都要股民割肉随喜。奥运会，世博会，D代会，两逼会。。。。。。欢迎接龙。,0.8133678251752772
3401351415303660,Jílín 吉林,1000,0,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。,0.7695858760556751
3401353680261080,Guǎngdōng 广东,6,1, 当伦敦奥运会标志加上一个笑脸之后，我邪恶地笑了。。[黑线] 更多内涵图：http://t.cn/S6leTJ欢迎加关注，不断更新中....,0.9914968541636973
3401369245732766,Sìchuān 四川,1,1,政要身边的美女们：【温迪·巴斯南】美国政府计划派600名警卫人员随同布什出访北京奥运会，其中包括数十位贴身保镖。正当盛年的美国女特工温迪·巴斯南承担了这项艰巨的任务。,0.999998381918734
3401376317382961,Fújiàn 福建,2,0,【Paul Smith】伦敦奥运，时尚先行！英国设计师保罗·史密斯(Paul Smith)为2012伦敦奥运会设计“Isle of Man”系列邮票&信封_海报时尚网 http://t.cn/z0di3Ub,0.9997603442206091
3401382875247767,Shāndōng 山东,3,0,忽然听说今年有奥运会，才发觉四年时间，一眨眼就过去了。。。就这么，四年没见了呵。。。 http://t.cn/z0dEGi9,0.33075371202346515
3401399048376473,Shǎnxī 陕西,7,1,[1/2]08年右手小指韧带撕裂坚持打球，最终湖人闯入总决赛，在奥运会拿下了金牌。09年右手无名指撞弯了近90度，队医掰回来后继续比赛，最终夺冠。10年科比右手食指断，仍旧坚持比赛，湖人再次问鼎。11年右手无新伤，湖人止步西部半决赛。12年右手腕韧带撕裂，我不喜欢科比，但总是被他的精神所感动。 h,0.9999112583019015
3401420218371053,Guǎngdōng 广东,1,0,【最新一辑 最耀B《新闻乱播》】真系够晒无厘头[哈哈] ，史忽恒就甘死咗。。。[哇哈哈] 珍珠奶茶无珍珠令我谂起M记。。。[哇哈哈]广州体育协会正式会奥林匹克委员会申请“迫地铁”成为2016年奥运会项目之一。。。[哇哈哈] http://t.cn/z0dYEWN,0.999259547279355
3401425192892456,Hǎiwài 海外,20,0,2012又将是一个奥运年，告别上届领我们为傲的北京奥运会之后，2012年的伦敦奥运会会给大家带来更多的期待。虽然具2012年伦敦奥运会还有大半年的时间，但是相关的宣传推广已经开始了。一项富有创意的伦敦市政府也下足了功夫。在20个城市的20多条公交线路的巴士上安装了名为BUS-TOPS的电子艺术装置。,0.9999998246163732
3401427479690482,Jiāngsū 江苏,3,1,忽然听说今年有奥运会，才感觉四年时间，一眨眼过去了。,0.7695858760556751
3401459288883206,Běijīng 北京,8,0,【春晚节目单曝光　春晚史话大盘点】2009年 记忆点：舞蹈飞天有“机关”奥运会成为当之无愧的主题，本山小品《火炬手》也讲奥运。S.H.E演唱歌曲《中国话》，周杰伦演唱《青花瓷》。2010年 记忆点：王菲、小虎队复出王菲春晚复出演唱《传奇》是当年春晚最大的亮点。  http://t.cn/z0drTpo,0.9999928797641697
3401493292254247,Húběi 湖北,1,1,看到举起的时候边笑边哭，哎08年奥运会举重场上感动的一幕，一个感人的故事 http://t.cn/hq6Ex5  （分享自 @新浪视频）,0.9999760139309104
3401527777528417,Tiānjīn 天津,3,0,“——张绍刚一家坐在电视机跟前看着奥运会，在张绍刚全家女性狂浪的笑声中传来阵阵令人发冷的呐喊声：我们这儿加油！我们这儿加油啊 ！”[哈哈]太损了太损了,0.21679343682225116
3401609616605241,Hǎiwài 海外,7,1,发表了博文 《一个有意思的话题》 - 在店里上班的时候琢磨，2012 年是奥运年啊，应该会有很多人来买电视吧？不对，等等，伦敦奥运会这么快就到了？北京奥运会不是刚刚才结束吗？ 时光荏苒，岁月如梭啊，四 http://t.cn/z0gZ2Rk,0.28035891153502623
3401663102525574,Běijīng 北京,5,1,11日，英国伦敦北格林尼治体育馆举行的国际体操测试赛暨2012年伦敦夏季奥运会最后一轮资格赛上，巴西体操选手埃蒂内·克里斯蒂娜·贡泽尔·佛朗哥（Ethiene Cristina Gonser Franco）在为正在表演平衡木的队友阿德里安·热奥瓦娜·努内斯·戈梅斯（Adrian Geovana Nunes Gomes）而祈祷。,0.999999912207508
3401663671295209,Guǎngdōng 广东,1000,1,体育频道说距离奥运会还有一百多天，才发现，四年就这样过去了,0.11976656076143577
3401696871055346,Guǎngdōng 广东,17,1,原来今年又有奥运会，好快啊[奥特曼],0.8750842220485169
3401712380029620,Nèi Ménggǔ 内蒙古,1,1,澳网马上来了，能看纳达尔了，欧洲杯、奥运会，今年很不错啊……,0.9350525451429909
3401725262691674,Shānxī 山西,1,1,是萨马兰齐谋杀了世界体育！是他将本来由世界人民共同参与的一场体育盛会变成了由一小部分人参加的体育表演秀！在他将最能体现奥运会本旨的“必须是业余选手参加”这一条硬性规定从奥运会原旨教义中剔除的时候，他就已经为现代体育掘好了坟墓，在此以后，世界体育也渐渐走向了尽头…体育死了！,0.9999999753918672
3401731478168419,Héběi 河北,8,0,在英国骑自行车是新风尚!环保加运动也是2012伦敦奥运会的标签!在现任市长Boris Johnson的推行下城市里安设了非常方便的自行车租赁处,0.11682433712989415
3401792555076259,Běijīng 北京,8,1,【互联网行业瞄准奥运会】距2012年伦敦奥运会还有近8个月，国内多个互联网企业已将目光瞄准了奥运会。搜狐宣布奥运会期间预计每天发布10000条文字稿件，4000张图片，700段比赛视频集锦。360和CNTV中国网络电视台合作，通过360桌面客户端将中央视及全国电视机构播出的节目内容传递给用户。,0.9947436501562618
3401815431609103,Běijīng 北京,1000,1,中国奥运会，世博会，亚运会禁止转基因食品，农业部机关幼儿园要求用非转基因油。财政部机关食堂禁止用转基因食品奥运会http://t.cn/aK5VaO世博会http://t.cn/hRJ8D亚运会http://t.cn/h6GqFQ农业部机关幼儿园http://url,0.30797743991403015
3401914585066433,Guǎngdōng 广东,1,0,【最新一辑 最耀B《新闻乱播》】真系够晒无厘头[嘻嘻]，史忽恒就甘死咗。。。[哇哈哈]珍珠奶茶无珍珠令我谂起M记。。。[哇哈哈]广州体育协会正式会奥林匹克委员会申请“迫地铁”成为2016年奥运会项目之一。。。[哇哈哈]http://t.cn/z0dYEWN (最耀B),0.9999720282855274
3401914584914441,Guǎngdōng 广东,1,0,【最新一辑 最耀B《新闻乱播》】真系够晒无厘头[嘻嘻]，史忽恒就甘死咗。。。[哇哈哈]珍珠奶茶无珍珠令我谂起M记。。。[哇哈哈]广州体育协会正式会奥林匹克委员会申请“迫地铁”成为2016年奥运会项目之一。。。[哇哈哈]http://t.cn/z0dYEWN (最耀B),0.9999720282855274
3401915749391820,Shànghǎi 上海,1000,0,土鳖的我今天才看了2012，虽充斥了好莱坞式英雄主义和老套感情戏，不可否认它依然是部看起来很精彩的电影，在杰克逊活着出来的那一刻，大家拥抱在一起，有奥运会开幕式时那种人类终于相互理解般的感动，不过曙光虽然美好，接下来，人类不外乎继续无休止的争斗，人类就是这样好了伤疤忘了痛的存在。,0.9999999999999996
3401921765499135,Hǎiwài 海外,1,0,记得上本科的时候是马哲还是毛概的课具体记不清，老师说“祖国”的路线是如果台湾2008年大选是宣布独立，宁愿奥运会不开也要开战。现在翻过头来看，有什么脸怎么说！,0.9999319338701321
3401925404294016,Sìchuān 四川,1,1,当伦敦奥运会标志加上一个笑脸之后，我邪恶地笑了。。,0.992552802261684
3401927427824369,Zhèjiāng 浙江,2,1,2012年8月。对目露凶光的丈夫彻底失去兴趣的张绍刚媳妇正在和健在的双亲观看伦敦奥运会电视转播。突然，众人狂浪地笑起来，齐声用英雄双行体高呼口号：“我们这儿队，金牌接连抢！我们这儿人，比赛就是强！” ----,0.9999348844829535
3401943777391823,Jílín 吉林,1000,1,放假了，也开完家长会了，给大家放一个治愈系的视频。这首《the power of the dream》是在亚特兰大奥运会闭幕式上由数百位美国儿童演唱的。歌词特别积极向上，上高中以来只要考试没考好就看这段视频。现在给大家奉献了！（可惜不能治疗失眠）http://t.cn/hd6FGc,0.9997541391224599
3401981010102357,Zhèjiāng 浙江,3,1,迪拜新闻：《富春山居图》迪拜开拍林志玲失声刘天王救驾 | 新报记者 吴轶凡 文 　　还有什么能够惊艳无所不见的电影观众们的视野？《富春山居图》的“杀手锏”就是迪拜。曾经拍摄过北京奥运会宣传片的孙健君联合美国导演Bob率影片的三大主 http://t.cn/z0gpDUn,0.9999998908366022
3402008491361300,Běijīng 北京,1000,0,突然听说今年有奥运会，才觉得又过了四年。,0.48759416995888183
3402011221948375,Běijīng 北京,1000,1,想想今后，大陆人观看台湾大选季，是否象看奥运会、足球世界杯一样充满期盼呢？,0.9944093458410378
